id,college_id,student_id,scholarship_type,amount,semester,academic_year,disbursement_date,status,payment_mode,reference_number
sch-000208,aits-hyd-001,STU-00047,EBC,20000.0,5,2024-2025,2024-11-22,disbursed,RTGS,SCH515922
sch-000209,aits-hyd-001,STU-00047,EBC,20000.0,6,2024-2025,2025-05-07,disbursed,NEFT,SCH720859
sch-000210,aits-hyd-001,STU-00047,EBC,20000.0,7,2025-2026,2025-11-27,disbursed,NEFT,SCH831059
sch-000211,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-28,disbursed,Direct Benefit Transfer,SCH729577
sch-000212,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-26,disbursed,Direct Benefit Transfer,SCH920652
sch-000213,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-12,disbursed,Direct Benefit Transfer,SCH549186
sch-000214,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-12,disbursed,NEFT,SCH630538
sch-000215,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-11,disbursed,NEFT,SCH990844
sch-000216,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-27,disbursed,RTGS,SCH210665
sch-000217,aits-hyd-001,STU-00049,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-12,disbursed,RTGS,SCH841666
sch-000218,aits-hyd-001,STU-00052,Merit,10000.0,1,2022-2023,2022-09-14,disbursed,NEFT,SCH869440
sch-000219,aits-hyd-001,STU-00052,Merit,10000.0,2,2022-2023,2023-05-21,disbursed,RTGS,SCH745830
sch-000220,aits-hyd-001,STU-00052,Merit,10000.0,3,2023-2024,2023-11-25,disbursed,RTGS,SCH587455
sch-000221,aits-hyd-001,STU-00052,Merit,10000.0,4,2023-2024,2024-04-27,disbursed,Direct Benefit Transfer,SCH721254
sch-000222,aits-hyd-001,STU-00052,Merit,10000.0,5,2024-2025,2024-10-11,disbursed,NEFT,SCH971084
sch-000223,aits-hyd-001,STU-00052,Merit,10000.0,6,2024-2025,2025-03-09,disbursed,RTGS,SCH355709
sch-000224,aits-hyd-001,STU-00052,Merit,10000.0,7,2025-2026,2025-10-19,disbursed,RTGS,SCH452737
sch-000225,aits-hyd-001,STU-00054,EBC,20000.0,1,2022-2023,2022-09-16,disbursed,RTGS,SCH290672
sch-000226,aits-hyd-001,STU-00054,EBC,20000.0,2,2022-2023,2023-04-07,disbursed,RTGS,SCH936587
sch-000227,aits-hyd-001,STU-00054,EBC,20000.0,3,2023-2024,2023-10-11,disbursed,RTGS,SCH725113
sch-000228,aits-hyd-001,STU-00054,EBC,20000.0,4,2023-2024,2024-05-09,disbursed,Direct Benefit Transfer,SCH110644
sch-000229,aits-hyd-001,STU-00054,EBC,20000.0,5,2024-2025,2024-11-07,disbursed,NEFT,SCH353080
sch-000230,aits-hyd-001,STU-00054,EBC,20000.0,6,2024-2025,2025-05-14,disbursed,RTGS,SCH682144
sch-000231,aits-hyd-001,STU-00054,EBC,20000.0,7,2025-2026,2025-09-23,disbursed,Direct Benefit Transfer,SCH614663
sch-000232,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-26,disbursed,NEFT,SCH197573
sch-000233,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-08,disbursed,RTGS,SCH825391
sch-000234,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-10,disbursed,Direct Benefit Transfer,SCH709805
sch-000235,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-16,disbursed,Direct Benefit Transfer,SCH656711
sch-000236,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-14,disbursed,Direct Benefit Transfer,SCH677124
sch-000237,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-12,disbursed,Direct Benefit Transfer,SCH575786
sch-000238,aits-hyd-001,STU-00059,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-000239,aits-hyd-001,STU-00060,EBC,20000.0,1,2022-2023,2022-11-07,disbursed,RTGS,SCH225362
sch-000240,aits-hyd-001,STU-00060,EBC,20000.0,2,2022-2023,2023-05-18,disbursed,Direct Benefit Transfer,SCH294143
sch-000241,aits-hyd-001,STU-00060,EBC,20000.0,3,2023-2024,2023-09-07,disbursed,Direct Benefit Transfer,SCH607719
sch-000242,aits-hyd-001,STU-00060,EBC,20000.0,4,2023-2024,2024-04-24,disbursed,Direct Benefit Transfer,SCH897135
sch-000243,aits-hyd-001,STU-00060,EBC,20000.0,5,2024-2025,2024-11-20,disbursed,RTGS,SCH205409
sch-000244,aits-hyd-001,STU-00060,EBC,20000.0,6,2024-2025,2025-03-10,disbursed,NEFT,SCH478411
sch-000245,aits-hyd-001,STU-00060,EBC,20000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-000246,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-09,disbursed,NEFT,SCH157174
sch-000247,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-10,disbursed,Direct Benefit Transfer,SCH232413
sch-000248,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-28,disbursed,RTGS,SCH207570
sch-000249,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-19,disbursed,RTGS,SCH592198
sch-000250,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-15,disbursed,RTGS,SCH293319
sch-000251,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-09,disbursed,RTGS,SCH219629
sch-000252,aits-hyd-001,STU-00062,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-13,disbursed,Direct Benefit Transfer,SCH760021
sch-000253,aits-hyd-001,STU-00064,EBC,20000.0,1,2022-2023,2022-11-02,disbursed,NEFT,SCH256445
sch-000254,aits-hyd-001,STU-00064,EBC,20000.0,2,2022-2023,2023-05-10,disbursed,NEFT,SCH360247
sch-000255,aits-hyd-001,STU-00064,EBC,20000.0,3,2023-2024,2023-09-18,disbursed,RTGS,SCH735770
sch-000256,aits-hyd-001,STU-00064,EBC,20000.0,4,2023-2024,2024-05-26,disbursed,Direct Benefit Transfer,SCH336650
sch-000257,aits-hyd-001,STU-00064,EBC,20000.0,5,2024-2025,2024-11-13,disbursed,RTGS,SCH564226
sch-000258,aits-hyd-001,STU-00064,EBC,20000.0,6,2024-2025,2025-04-28,disbursed,Direct Benefit Transfer,SCH549660
sch-000259,aits-hyd-001,STU-00064,EBC,20000.0,7,2025-2026,2025-10-19,disbursed,Direct Benefit Transfer,SCH876039
sch-000260,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-25,disbursed,NEFT,SCH755900
sch-000261,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-09,disbursed,Direct Benefit Transfer,SCH185131
sch-000262,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-08,disbursed,NEFT,SCH678805
sch-000263,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-06,disbursed,NEFT,SCH528361
sch-000264,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-23,disbursed,Direct Benefit Transfer,SCH592738
sch-000265,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-02,disbursed,NEFT,SCH402099
sch-000266,aits-hyd-001,STU-00066,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-10,disbursed,RTGS,SCH174637
sch-000267,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-08,disbursed,RTGS,SCH926097
sch-000268,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-19,disbursed,Direct Benefit Transfer,SCH942956
sch-000269,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-14,disbursed,NEFT,SCH671015
sch-000270,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-21,disbursed,NEFT,SCH378535
sch-000271,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-03,disbursed,NEFT,SCH273982
sch-000272,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-20,disbursed,Direct Benefit Transfer,SCH964278
sch-000273,aits-hyd-001,STU-00067,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-10,disbursed,RTGS,SCH822131
sch-000274,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-23,disbursed,RTGS,SCH385470
sch-000275,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-18,disbursed,RTGS,SCH559023
sch-000276,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-20,disbursed,NEFT,SCH553014
sch-000277,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-11,disbursed,Direct Benefit Transfer,SCH362529
sch-000278,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-03,disbursed,NEFT,SCH807053
sch-000279,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-19,disbursed,NEFT,SCH901909
sch-000280,aits-hyd-001,STU-00068,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-000281,aits-hyd-001,STU-00069,Merit,10000.0,1,2022-2023,2022-09-16,disbursed,Direct Benefit Transfer,SCH783157
sch-000282,aits-hyd-001,STU-00069,Merit,10000.0,2,2022-2023,2023-04-09,disbursed,NEFT,SCH713762
sch-000283,aits-hyd-001,STU-00069,Merit,10000.0,3,2023-2024,2023-10-21,disbursed,RTGS,SCH195674
sch-000284,aits-hyd-001,STU-00069,Merit,10000.0,4,2023-2024,2024-04-12,disbursed,RTGS,SCH449499
sch-000285,aits-hyd-001,STU-00069,Merit,10000.0,5,2024-2025,2024-10-22,disbursed,NEFT,SCH999398
sch-000286,aits-hyd-001,STU-00069,Merit,10000.0,6,2024-2025,2025-03-11,disbursed,RTGS,SCH827369
sch-000287,aits-hyd-001,STU-00069,Merit,10000.0,7,2025-2026,2025-10-10,disbursed,RTGS,SCH953085
sch-000288,aits-hyd-001,STU-00070,Merit,10000.0,1,2022-2023,2022-11-02,disbursed,RTGS,SCH192337
sch-000289,aits-hyd-001,STU-00070,Merit,10000.0,2,2022-2023,2023-04-09,disbursed,RTGS,SCH221552
sch-000290,aits-hyd-001,STU-00070,Merit,10000.0,3,2023-2024,2023-10-28,disbursed,Direct Benefit Transfer,SCH964998
sch-000291,aits-hyd-001,STU-00070,Merit,10000.0,4,2023-2024,2024-03-22,disbursed,Direct Benefit Transfer,SCH584417
sch-000292,aits-hyd-001,STU-00070,Merit,10000.0,5,2024-2025,2024-10-02,disbursed,NEFT,SCH643623
sch-000293,aits-hyd-001,STU-00070,Merit,10000.0,6,2024-2025,2025-04-20,disbursed,RTGS,SCH755788
sch-000294,aits-hyd-001,STU-00070,Merit,10000.0,7,2025-2026,,pending,RTGS,
sch-000295,aits-hyd-001,STU-00071,Merit,10000.0,1,2022-2023,2022-11-05,disbursed,RTGS,SCH559398
sch-000296,aits-hyd-001,STU-00071,Merit,10000.0,2,2022-2023,2023-05-16,disbursed,NEFT,SCH130271
sch-000297,aits-hyd-001,STU-00071,Merit,10000.0,3,2023-2024,2023-11-20,disbursed,NEFT,SCH844261
sch-000298,aits-hyd-001,STU-00071,Merit,10000.0,4,2023-2024,2024-03-10,disbursed,Direct Benefit Transfer,SCH114338
sch-000299,aits-hyd-001,STU-00071,Merit,10000.0,5,2024-2025,2024-11-14,disbursed,NEFT,SCH335615
sch-000300,aits-hyd-001,STU-00071,Merit,10000.0,6,2024-2025,2025-03-15,disbursed,NEFT,SCH779172
sch-000301,aits-hyd-001,STU-00071,Merit,10000.0,7,2025-2026,2025-09-16,disbursed,RTGS,SCH633590
sch-000302,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-09,disbursed,RTGS,SCH975271
sch-000303,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-16,disbursed,NEFT,SCH578975
sch-000304,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-05,disbursed,RTGS,SCH299869
sch-000305,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-17,disbursed,Direct Benefit Transfer,SCH243139
sch-000306,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-09,disbursed,RTGS,SCH456385
sch-000307,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-09,disbursed,NEFT,SCH396578
sch-000308,aits-hyd-001,STU-00075,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-10,disbursed,Direct Benefit Transfer,SCH791998
sch-000309,aits-hyd-001,STU-00077,EBC,20000.0,1,2022-2023,2022-10-28,disbursed,NEFT,SCH568238
sch-000310,aits-hyd-001,STU-00077,EBC,20000.0,2,2022-2023,2023-05-16,disbursed,RTGS,SCH448588
sch-000311,aits-hyd-001,STU-00077,EBC,20000.0,3,2023-2024,2023-11-25,disbursed,Direct Benefit Transfer,SCH495533
sch-000312,aits-hyd-001,STU-00077,EBC,20000.0,4,2023-2024,2024-04-11,disbursed,NEFT,SCH831380
sch-000313,aits-hyd-001,STU-00077,EBC,20000.0,5,2024-2025,2024-09-19,disbursed,RTGS,SCH344907
sch-000314,aits-hyd-001,STU-00077,EBC,20000.0,6,2024-2025,2025-04-02,disbursed,RTGS,SCH880879
sch-000315,aits-hyd-001,STU-00077,EBC,20000.0,7,2025-2026,2025-10-23,disbursed,RTGS,SCH504832
sch-000316,aits-hyd-001,STU-00078,EBC,20000.0,1,2022-2023,2022-11-26,disbursed,Direct Benefit Transfer,SCH259493
sch-000317,aits-hyd-001,STU-00078,EBC,20000.0,2,2022-2023,2023-04-02,disbursed,NEFT,SCH626690
sch-000318,aits-hyd-001,STU-00078,EBC,20000.0,3,2023-2024,2023-11-11,disbursed,NEFT,SCH986088
sch-000319,aits-hyd-001,STU-00078,EBC,20000.0,4,2023-2024,2024-04-04,disbursed,Direct Benefit Transfer,SCH579123
sch-000320,aits-hyd-001,STU-00078,EBC,20000.0,5,2024-2025,2024-09-24,disbursed,NEFT,SCH529893
sch-000321,aits-hyd-001,STU-00078,EBC,20000.0,6,2024-2025,2025-05-05,disbursed,NEFT,SCH592296
sch-000322,aits-hyd-001,STU-00078,EBC,20000.0,7,2025-2026,2025-10-11,disbursed,RTGS,SCH781403
sch-000323,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-28,disbursed,RTGS,SCH993744
sch-000324,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-28,disbursed,Direct Benefit Transfer,SCH498468
sch-000325,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-21,disbursed,Direct Benefit Transfer,SCH896290
sch-000326,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-28,disbursed,Direct Benefit Transfer,SCH137642
sch-000327,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-03,disbursed,NEFT,SCH761820
sch-000328,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-10,disbursed,NEFT,SCH883041
sch-000329,aits-hyd-001,STU-00080,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-14,disbursed,Direct Benefit Transfer,SCH838083
sch-000330,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-15,disbursed,NEFT,SCH827712
sch-000331,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-01,disbursed,NEFT,SCH440131
sch-000332,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-10,disbursed,RTGS,SCH493049
sch-000333,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-05,disbursed,NEFT,SCH656968
sch-000334,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-19,disbursed,Direct Benefit Transfer,SCH931016
sch-000335,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-06,disbursed,NEFT,SCH182804
sch-000336,aits-hyd-001,STU-00081,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-28,disbursed,Direct Benefit Transfer,SCH352528
sch-000337,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-19,disbursed,NEFT,SCH343467
sch-000338,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-21,disbursed,RTGS,SCH581894
sch-000339,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-22,disbursed,NEFT,SCH943718
sch-000340,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-10,disbursed,Direct Benefit Transfer,SCH673149
sch-000341,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-03,disbursed,RTGS,SCH462351
sch-000342,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-10,disbursed,Direct Benefit Transfer,SCH544920
sch-000343,aits-hyd-001,STU-00082,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-09,disbursed,RTGS,SCH308894
sch-000344,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-28,disbursed,RTGS,SCH211834
sch-000345,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-13,disbursed,Direct Benefit Transfer,SCH476395
sch-000346,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-10,disbursed,Direct Benefit Transfer,SCH409571
sch-000347,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-27,disbursed,Direct Benefit Transfer,SCH515032
sch-000348,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-01,disbursed,Direct Benefit Transfer,SCH819112
sch-000349,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-02,disbursed,Direct Benefit Transfer,SCH881369
sch-000350,aits-hyd-001,STU-00083,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-27,disbursed,RTGS,SCH913423
sch-000351,aits-hyd-001,STU-00084,Merit,10000.0,1,2022-2023,2022-09-20,disbursed,RTGS,SCH329642
sch-000352,aits-hyd-001,STU-00084,Merit,10000.0,2,2022-2023,2023-05-07,disbursed,Direct Benefit Transfer,SCH362801
sch-000353,aits-hyd-001,STU-00084,Merit,10000.0,3,2023-2024,2023-11-25,disbursed,Direct Benefit Transfer,SCH904751
sch-000354,aits-hyd-001,STU-00084,Merit,10000.0,4,2023-2024,2024-05-22,disbursed,NEFT,SCH758765
sch-000355,aits-hyd-001,STU-00084,Merit,10000.0,5,2024-2025,2024-09-21,disbursed,Direct Benefit Transfer,SCH141337
sch-000356,aits-hyd-001,STU-00084,Merit,10000.0,6,2024-2025,2025-04-26,disbursed,RTGS,SCH134985
sch-000357,aits-hyd-001,STU-00084,Merit,10000.0,7,2025-2026,2025-11-12,disbursed,NEFT,SCH409445
sch-000358,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-24,disbursed,RTGS,SCH284171
sch-000359,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-05,disbursed,Direct Benefit Transfer,SCH483629
sch-000360,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-17,disbursed,RTGS,SCH970813
sch-000361,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-09,disbursed,RTGS,SCH945664
sch-000362,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-24,disbursed,RTGS,SCH943298
sch-000363,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-15,disbursed,NEFT,SCH247594
sch-000364,aits-hyd-001,STU-00085,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-28,disbursed,Direct Benefit Transfer,SCH516716
sch-000365,aits-hyd-001,STU-00087,Merit,10000.0,1,2022-2023,2022-11-12,disbursed,NEFT,SCH929090
sch-000366,aits-hyd-001,STU-00087,Merit,10000.0,2,2022-2023,2023-04-01,disbursed,RTGS,SCH662636
sch-000367,aits-hyd-001,STU-00087,Merit,10000.0,3,2023-2024,2023-09-15,disbursed,RTGS,SCH805511
sch-000368,aits-hyd-001,STU-00087,Merit,10000.0,4,2023-2024,2024-05-22,disbursed,RTGS,SCH712955
sch-000369,aits-hyd-001,STU-00087,Merit,10000.0,5,2024-2025,2024-10-27,disbursed,Direct Benefit Transfer,SCH489518
sch-000370,aits-hyd-001,STU-00087,Merit,10000.0,6,2024-2025,2025-03-22,disbursed,NEFT,SCH594379
sch-000371,aits-hyd-001,STU-00087,Merit,10000.0,7,2025-2026,2025-09-20,disbursed,Direct Benefit Transfer,SCH443939
sch-000372,aits-hyd-001,STU-00089,Merit,10000.0,1,2022-2023,2022-11-08,disbursed,Direct Benefit Transfer,SCH166287
sch-000373,aits-hyd-001,STU-00089,Merit,10000.0,2,2022-2023,2023-05-27,disbursed,RTGS,SCH835132
sch-000374,aits-hyd-001,STU-00089,Merit,10000.0,3,2023-2024,2023-10-21,disbursed,RTGS,SCH222343
sch-000375,aits-hyd-001,STU-00089,Merit,10000.0,4,2023-2024,2024-03-02,disbursed,NEFT,SCH419149
sch-000376,aits-hyd-001,STU-00089,Merit,10000.0,5,2024-2025,2024-10-04,disbursed,NEFT,SCH346205
sch-000377,aits-hyd-001,STU-00089,Merit,10000.0,6,2024-2025,2025-05-05,disbursed,RTGS,SCH575679
sch-000378,aits-hyd-001,STU-00089,Merit,10000.0,7,2025-2026,2025-10-22,disbursed,Direct Benefit Transfer,SCH666432
sch-000379,aits-hyd-001,STU-00090,EBC,20000.0,1,2022-2023,2022-10-19,disbursed,Direct Benefit Transfer,SCH861894
sch-000380,aits-hyd-001,STU-00090,EBC,20000.0,2,2022-2023,2023-03-14,disbursed,Direct Benefit Transfer,SCH203831
sch-000381,aits-hyd-001,STU-00090,EBC,20000.0,3,2023-2024,2023-10-20,disbursed,RTGS,SCH393328
sch-000382,aits-hyd-001,STU-00090,EBC,20000.0,4,2023-2024,2024-03-23,disbursed,RTGS,SCH327823
sch-000383,aits-hyd-001,STU-00090,EBC,20000.0,5,2024-2025,2024-10-15,disbursed,NEFT,SCH997004
sch-000384,aits-hyd-001,STU-00090,EBC,20000.0,6,2024-2025,2025-04-04,disbursed,Direct Benefit Transfer,SCH485178
sch-000385,aits-hyd-001,STU-00090,EBC,20000.0,7,2025-2026,2025-11-21,disbursed,RTGS,SCH389282
sch-000386,aits-hyd-001,STU-00093,Merit,10000.0,1,2022-2023,2022-09-04,disbursed,RTGS,SCH196126
sch-000387,aits-hyd-001,STU-00093,Merit,10000.0,2,2022-2023,2023-05-07,disbursed,Direct Benefit Transfer,SCH770556
sch-000388,aits-hyd-001,STU-00093,Merit,10000.0,3,2023-2024,2023-11-01,disbursed,NEFT,SCH925013
sch-000389,aits-hyd-001,STU-00093,Merit,10000.0,4,2023-2024,2024-04-08,disbursed,NEFT,SCH925206
sch-000390,aits-hyd-001,STU-00093,Merit,10000.0,5,2024-2025,2024-11-07,disbursed,NEFT,SCH970127
sch-000391,aits-hyd-001,STU-00093,Merit,10000.0,6,2024-2025,2025-05-07,disbursed,Direct Benefit Transfer,SCH326441
sch-000392,aits-hyd-001,STU-00093,Merit,10000.0,7,2025-2026,2025-09-11,disbursed,Direct Benefit Transfer,SCH102973
sch-000393,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-28,disbursed,NEFT,SCH236306
sch-000394,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-09,disbursed,NEFT,SCH215266
sch-000395,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-28,disbursed,NEFT,SCH238205
sch-000396,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-12,disbursed,NEFT,SCH717457
sch-000397,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-01,disbursed,NEFT,SCH378258
sch-000398,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-05,disbursed,Direct Benefit Transfer,SCH541409
sch-000399,aits-hyd-001,STU-00096,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-04,disbursed,RTGS,SCH570050
sch-000400,aits-hyd-001,STU-00098,Merit,10000.0,1,2022-2023,2022-10-17,disbursed,Direct Benefit Transfer,SCH214351
sch-000401,aits-hyd-001,STU-00098,Merit,10000.0,2,2022-2023,2023-04-17,disbursed,NEFT,SCH744986
sch-000402,aits-hyd-001,STU-00098,Merit,10000.0,3,2023-2024,2023-09-24,disbursed,Direct Benefit Transfer,SCH646781
sch-000403,aits-hyd-001,STU-00098,Merit,10000.0,4,2023-2024,2024-04-15,disbursed,Direct Benefit Transfer,SCH132663
sch-000404,aits-hyd-001,STU-00098,Merit,10000.0,5,2024-2025,2024-09-16,disbursed,RTGS,SCH546980
sch-000405,aits-hyd-001,STU-00098,Merit,10000.0,6,2024-2025,2025-05-04,disbursed,RTGS,SCH847006
sch-000406,aits-hyd-001,STU-00098,Merit,10000.0,7,2025-2026,2025-10-03,disbursed,RTGS,SCH737846
sch-000407,aits-hyd-001,STU-00099,Merit,10000.0,1,2022-2023,2022-09-03,disbursed,NEFT,SCH388375
sch-000408,aits-hyd-001,STU-00099,Merit,10000.0,2,2022-2023,2023-05-21,disbursed,Direct Benefit Transfer,SCH674993
sch-000409,aits-hyd-001,STU-00099,Merit,10000.0,3,2023-2024,2023-11-11,disbursed,RTGS,SCH726410
sch-000410,aits-hyd-001,STU-00099,Merit,10000.0,4,2023-2024,2024-05-10,disbursed,RTGS,SCH630108
sch-000411,aits-hyd-001,STU-00099,Merit,10000.0,5,2024-2025,2024-11-14,disbursed,NEFT,SCH931621
sch-000412,aits-hyd-001,STU-00099,Merit,10000.0,6,2024-2025,2025-05-04,disbursed,Direct Benefit Transfer,SCH782535
sch-000413,aits-hyd-001,STU-00099,Merit,10000.0,7,2025-2026,2025-11-24,disbursed,RTGS,SCH573489
sch-000414,aits-hyd-001,STU-00103,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-14,disbursed,RTGS,SCH967611
sch-000415,aits-hyd-001,STU-00103,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-13,disbursed,RTGS,SCH865054
sch-000416,aits-hyd-001,STU-00103,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-11,disbursed,RTGS,SCH427704
