id,full_name,gender,date_of_birth,blood_group,phone,email,roll_no,abc_id,aadhaar_number,photo_url,tc_number,address,city,state,pincode,father_name,mother_name,parent_phone,guardian_name,annual_income,siblings,community,religion,caste,nationality,mother_tongue,stream,department,dept_id,branch,branch_full_name,jntuh_branch_code,admission_year,batch,current_year,section,current_semester,cgpa,sgpa_current,active_backlogs,admission_category,eamcet_hall_ticket,eamcet_rank,fee_category,annual_tuition_fee,hostel_fee,total_annual_fee,scholarship,scholarship_amount,bus_route,student_status
STU-00045,Haritha Yadav,Female,2003-03-22,O+,9609241268,haritha.00045@student.aits.edu.in,22A81A050045,199072583186,XXXX-XXXX-2398,https://randomuser.me/api/portraits/women/46.jpg,AITS/TC/2022/6761,"Plot 22, Nagendra Nagar, Nacharam",Hyderabad,Telangana,500026,Uday Yadav,Swetha Yadav,9729712082,Uday Yadav,1000000,1,BC-C,Muslim,Laddaf,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,8.49,6.22,2,Management,,,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00046,Charitha Murthy,Female,2004-11-16,O-,9340781088,charitha.00046@student.aits.edu.in,22A81A050046,219603134767,XXXX-XXXX-6736,https://randomuser.me/api/portraits/women/47.jpg,AITS/TC/2022/7566,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500083,Girish Murthy,Zara Murthy,9560755939,Girish Murthy,1000000,3,SC,Hindu,Mala,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,7.03,9.08,1,EAMCET,TS13794,24647,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,Route-3,Active
STU-00047,Tanuja Rao,Female,2005-12-17,B+,9330997172,tanuja.00047@student.aits.edu.in,22A81A050047,561177243339,XXXX-XXXX-8432,https://randomuser.me/api/portraits/women/48.jpg,AITS/TC/2022/2864,"H.No 3-67, Dilsukhnagar",Hyderabad,Telangana,500051,Vivek Rao,Indira Rao,9191221925,Vivek Rao,150000,0,BC-D,Hindu,Mudiraj,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,6.12,7.5,0,EAMCET,TS68079,56576,Hosteller,95000,55000,150000,EBC,20000,,Active
STU-00048,Pooja Iyer,Female,2002-09-22,A-,9431162800,pooja.00048@student.aits.edu.in,22A81A050048,340713234664,XXXX-XXXX-7475,https://randomuser.me/api/portraits/women/49.jpg,AITS/TC/2022/6802,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500048,Dinesh Iyer,Vidya Iyer,9247354744,Dinesh Iyer,400000,1,OC,Hindu,Brahmin,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,6.52,7.25,0,EAMCET,TS26932,50834,Hosteller,95000,55000,150000,,0,,Active
STU-00049,Dharani Kumar,Female,2002-01-15,A-,9183604337,dharani.00049@student.aits.edu.in,22A81A050049,447300118003,XXXX-XXXX-8033,https://randomuser.me/api/portraits/women/50.jpg,AITS/TC/2022/6562,"Flat 501, Sai Krupa, LB Nagar",Hyderabad,Telangana,500047,Ganesh Kumar,Revathi Kumar,9122394554,Ganesh Kumar,500000,0,ST,Hindu,Chenchu,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,7.36,8.73,0,EAMCET,TS67240,14875,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00050,Vidya Gupta,Female,2005-09-21,B+,9222435172,vidya.00050@student.aits.edu.in,22A81A050050,660624678846,XXXX-XXXX-4176,https://randomuser.me/api/portraits/women/51.jpg,AITS/TC/2022/6295,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500040,Suresh Gupta,Anusha Gupta,9374843786,Suresh Gupta,300000,0,OC,Hindu,Komati,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,5.92,7.69,0,EAMCET,TS92306,65764,Hosteller,95000,55000,150000,,0,,Active
STU-00051,Srikanth Babu,Male,2002-02-16,A-,9574817290,srikanth.00051@student.aits.edu.in,22A81A050051,433424260229,XXXX-XXXX-5500,https://randomuser.me/api/portraits/men/52.jpg,AITS/TC/2022/4084,"Plot 12, Srinivasa Nagar, Medchal",Hyderabad,Telangana,500049,Ishaan Babu,Vani Babu,9140380477,Ishaan Babu,150000,1,OC,Hindu,Komati,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,4.91,6.2,0,Lateral Entry,TSLAT7299,3890,Day Scholar,95000,0,95000,,0,,Active
STU-00052,Ashwini Anand,Female,2004-01-15,O-,9211134294,ashwini.00052@student.aits.edu.in,22A81A050052,477258662365,XXXX-XXXX-2381,https://randomuser.me/api/portraits/women/53.jpg,AITS/TC/2022/6482,"Plot 7, Colony Road",Secunderabad,Telangana,500003,Eswar Anand,Vani Anand,9662714327,Eswar Anand,1000000,2,BC-A,Hindu,Goud,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,7.55,5.91,0,Management,,,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00053,Tejasvi Pandey,Female,2002-05-09,B+,9877103091,tejasvi.00053@student.aits.edu.in,22A81A050053,825211954966,XXXX-XXXX-3463,https://randomuser.me/api/portraits/women/54.jpg,AITS/TC/2022/9624,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500054,Rakesh Pandey,Latha Pandey,9849987147,Rakesh Pandey,600000,0,BC-D,Hindu,Mudiraj,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,7.93,6.03,0,Lateral Entry,TSLAT7171,2790,Hosteller,95000,55000,150000,,0,,Active
STU-00054,Manasa Arora,Female,2003-01-12,A+,9431642423,manasa.00054@student.aits.edu.in,22A81A050054,474582105236,XXXX-XXXX-8967,https://randomuser.me/api/portraits/women/55.jpg,AITS/TC/2022/3712,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500029,Varun Arora,Nandini Arora,9946237594,Varun Arora,200000,1,BC-B,Hindu,Beri Chetty,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,8.39,6.43,0,EAMCET,TS96760,45140,Day Scholar,95000,0,95000,EBC,20000,Route-10,Active
STU-00055,Pavan Singh,Male,2003-11-24,AB-,9355046107,pavan.00055@student.aits.edu.in,22A81A050055,589495655793,XXXX-XXXX-5668,https://randomuser.me/api/portraits/men/56.jpg,AITS/TC/2022/4271,"Plot 7, Colony Road",Mahbubnagar,Telangana,509001,Rakesh Singh,Zara Singh,9942211135,Rakesh Singh,800000,3,OC,Hindu,Komati,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,6.43,7.59,0,NRI,,,Day Scholar,95000,0,95000,,0,,Active
STU-00056,Nanda Yadav,Male,2005-11-16,O+,9498585961,nanda.00056@student.aits.edu.in,22A81A050056,882124667398,XXXX-XXXX-9452,https://randomuser.me/api/portraits/men/57.jpg,AITS/TC/2022/2337,"Flat 102, Laxmi Towers, Kukatpally",Hyderabad,Telangana,500044,Gowtham Yadav,Fathima Yadav,9651208305,Gowtham Yadav,250000,2,OC,Hindu,Reddy,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,8.33,6.96,0,Management,,,Day Scholar,95000,0,95000,,0,,Active
STU-00057,Priya Bhat,Female,2005-12-21,O+,9460015275,priya.00057@student.aits.edu.in,22A81A050057,262312743925,XXXX-XXXX-3254,https://randomuser.me/api/portraits/women/58.jpg,AITS/TC/2022/2996,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500099,Nanda Bhat,Urvashi Bhat,9857563699,Nanda Bhat,800000,1,OC,Hindu,Kamma,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,5.61,6.91,0,EAMCET,TS38266,20597,Day Scholar,95000,0,95000,,0,Route-5,Active
STU-00058,Sreedevi Kapoor,Female,2002-02-04,O+,9998386592,sreedevi.00058@student.aits.edu.in,22A81A050058,649348422854,XXXX-XXXX-9782,https://randomuser.me/api/portraits/women/59.jpg,AITS/TC/2022/1333,"Plot 7, Colony Road",Vijayawada,Andhra Pradesh,520001,Harsha Kapoor,Nandini Kapoor,9560891752,Harsha Kapoor,150000,2,OC,Hindu,Brahmin,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,8.52,7.9,0,EAMCET,TS78614,48265,Hosteller,95000,55000,150000,,0,,Active
STU-00059,Jayanth Kumar,Male,2002-06-09,B+,9902425085,jayanth.00059@student.aits.edu.in,22A81A050059,490911783800,XXXX-XXXX-2106,https://randomuser.me/api/portraits/men/60.jpg,AITS/TC/2022/8498,"Flat 304, Haritha Apartments, Miyapur",Hyderabad,Telangana,500084,Madhu Kumar,Sravani Kumar,9147605080,Madhu Kumar,500000,1,SC,Hindu,Madiga,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,5.94,6.05,0,NRI,,,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00060,Sirisha Kumar,Female,2004-01-11,AB+,9432941445,sirisha.00060@student.aits.edu.in,22A81A050060,536005252551,XXXX-XXXX-9897,https://randomuser.me/api/portraits/women/61.jpg,AITS/TC/2022/9129,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500046,Phani Kumar,Dharani Kumar,9938422254,Phani Kumar,150000,2,BC-A,Hindu,Mudaliar,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,A,7,8.69,6.34,1,Management,,,Day Scholar,95000,0,95000,EBC,20000,,Active
STU-00061,Sudhakar Hegde,Male,2003-02-24,O-,9555803043,sudhakar.00061@student.aits.edu.in,22A81A050061,572785391458,XXXX-XXXX-3956,https://randomuser.me/api/portraits/men/62.jpg,AITS/TC/2022/8126,"Flat 304, Haritha Apartments, Miyapur",Hyderabad,Telangana,500020,Kalyan Hegde,Manasa Hegde,9417440983,Kalyan Hegde,400000,1,BC-D,Hindu,Mudiraj,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,5.62,7.93,1,Management,,,Hosteller,95000,55000,150000,,0,,Active
STU-00062,Yamini Sharma,Female,2005-11-21,O+,9536164913,yamini.00062@student.aits.edu.in,22A81A050062,664201125215,XXXX-XXXX-3621,https://randomuser.me/api/portraits/women/63.jpg,AITS/TC/2022/7521,"H.No 5-34, Mehdipatnam",Hyderabad,Telangana,500014,Prudhvi Sharma,Mounika Sharma,9353398109,Prudhvi Sharma,500000,1,ST,Hindu,Koya,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.31,7.1,0,EAMCET,TS99006,59972,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00063,Varsha Goud,Female,2005-01-24,O-,9299767568,varsha.00063@student.aits.edu.in,22A81A050063,669079060568,XXXX-XXXX-7340,https://randomuser.me/api/portraits/women/64.jpg,AITS/TC/2022/2063,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500067,Dinesh Goud,Jyothi Goud,9406635834,Dinesh Goud,800000,1,OC,Hindu,Kamma,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.37,4.97,3,EAMCET,TS68341,12506,Hosteller,95000,55000,150000,,0,,Active
STU-00064,Praveen Krishnan,Male,2004-12-23,O-,9851854702,praveen.00064@student.aits.edu.in,22A81A050064,291717461768,XXXX-XXXX-6922,https://randomuser.me/api/portraits/men/65.jpg,AITS/TC/2022/7708,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500027,Charan Krishnan,Yamini Krishnan,9630452018,Charan Krishnan,150000,1,BC-B,Hindu,Agnikula Kshatriya,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.32,7.8,0,EAMCET,TS90209,12300,Day Scholar,95000,0,95000,EBC,20000,,Active
STU-00065,Varun Raju,Male,2003-11-03,B+,9583156434,varun.00065@student.aits.edu.in,22A81A050065,849325047857,XXXX-XXXX-9476,https://randomuser.me/api/portraits/men/66.jpg,AITS/TC/2022/5496,"Flat 102, Laxmi Towers, Kukatpally",Hyderabad,Telangana,500026,Durga Raju,Charitha Raju,9159499094,Durga Raju,200000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.98,6.21,0,EAMCET,TS55353,69012,Hosteller,95000,55000,150000,,0,,Active
STU-00066,Bhargavi Kapoor,Female,2005-09-21,B-,9281071418,bhargavi.00066@student.aits.edu.in,22A81A050066,269997582302,XXXX-XXXX-3804,https://randomuser.me/api/portraits/women/67.jpg,AITS/TC/2022/5949,"Door No 4-12, Near Temple",Visakhapatnam,Andhra Pradesh,530001,Vivek Kapoor,Divya Kapoor,9986090690,Vivek Kapoor,150000,0,ST,Hindu,Gond,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.1,7.23,1,Management,,,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00067,Abhishek Krishnan,Male,2002-02-23,AB+,9164331134,abhishek.00067@student.aits.edu.in,22A81A050067,581715287513,XXXX-XXXX-7809,https://randomuser.me/api/portraits/men/68.jpg,AITS/TC/2022/3308,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500087,Harsha Krishnan,Haritha Krishnan,9871336275,Harsha Krishnan,500000,2,SC,Hindu,Arundhatiya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,6.78,7.36,0,Management,,,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00068,Nandini Joshi,Female,2002-04-28,A+,9271476207,nandini.00068@student.aits.edu.in,22A81A050068,459976146311,XXXX-XXXX-6123,https://randomuser.me/api/portraits/women/69.jpg,AITS/TC/2022/8710,"Flat 3A, Residency",Vikarabad,Telangana,501101,Manish Joshi,Eswari Joshi,9431292818,Manish Joshi,800000,0,ST,Hindu,Chenchu,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.15,7.64,0,EAMCET,TS86460,47254,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00069,Anjali Varma,Female,2002-03-09,B+,9881155839,anjali.00069@student.aits.edu.in,22A81A050069,939089625715,XXXX-XXXX-7606,https://randomuser.me/api/portraits/women/70.jpg,AITS/TC/2022/6990,"H.No 4-56/2, Near Water Tank, Alwal",Hyderabad,Telangana,500082,Uday Varma,Sirisha Varma,9489256938,Uday Varma,1000000,1,BC-A,Hindu,Padmasali,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.64,7.73,0,EAMCET,TS91689,16572,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00070,Aditya Kaur,Male,2002-09-02,AB+,9148644109,aditya.00070@student.aits.edu.in,22A81A050070,250490989573,XXXX-XXXX-6456,https://randomuser.me/api/portraits/men/71.jpg,AITS/TC/2022/1272,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500087,Omkar Kaur,Sravani Kaur,9452150647,Omkar Kaur,1500000,1,BC-A,Hindu,Kummari,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,5.99,7.35,0,Management,,,Day Scholar,95000,0,95000,Merit,10000,,Active
STU-00071,Niharika Prasad,Female,2002-10-10,A-,9955508961,niharika.00071@student.aits.edu.in,22A81A050071,898429125064,XXXX-XXXX-1436,https://randomuser.me/api/portraits/women/72.jpg,AITS/TC/2022/7723,"H.No 7-23, AS Rao Nagar",Hyderabad,Telangana,500016,Yashwanth Prasad,Ashwini Prasad,9283085932,Yashwanth Prasad,1000000,2,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.8,7.25,0,EAMCET,TS14138,76047,Day Scholar,95000,0,95000,Merit,10000,Route-4,Active
STU-00072,Chiranjeevi Subramaniam,Male,2005-12-05,B-,9656931857,chiranjeevi.00072@student.aits.edu.in,22A81A050072,715070849168,XXXX-XXXX-6325,https://randomuser.me/api/portraits/men/73.jpg,AITS/TC/2022/5876,"H.No 9-12, Old Bowenpally, Secunderabad",Hyderabad,Telangana,500050,Mahesh Subramaniam,Sravanthi Subramaniam,9672440825,Mahesh Subramaniam,500000,1,BC-C,Muslim,Pinjari,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.59,8.1,0,NRI,,,Day Scholar,95000,0,95000,,0,,Active
STU-00073,Lokesh Natarajan,Male,2003-08-12,A+,9701818966,lokesh.00073@student.aits.edu.in,22A81A050073,893690222445,XXXX-XXXX-5480,https://randomuser.me/api/portraits/men/74.jpg,AITS/TC/2022/5442,"H.No 9-12, Old Bowenpally, Secunderabad",Hyderabad,Telangana,500060,Bhaskar Natarajan,Vidya Natarajan,9963949678,Bhaskar Natarajan,250000,1,OC,Hindu,Komati,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.73,6.73,0,Management,,,Day Scholar,95000,0,95000,,0,,Active
STU-00074,Ajay Raju,Male,2005-10-24,B-,9730104453,ajay.00074@student.aits.edu.in,22A81A050074,367315681022,XXXX-XXXX-1831,https://randomuser.me/api/portraits/men/75.jpg,AITS/TC/2022/5706,"Plot 7, Colony Road",Mahbubnagar,Telangana,509001,Hemanth Raju,Tejasvi Raju,9543778963,Hemanth Raju,500000,2,OC,Hindu,Reddy,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,6.0,5.71,0,Lateral Entry,TSLAT3587,3433,Hosteller,95000,55000,150000,,0,,Active
STU-00075,Latha Sharma,Female,2005-11-19,O+,9349344539,latha.00075@student.aits.edu.in,22A81A050075,914047280448,XXXX-XXXX-1611,https://randomuser.me/api/portraits/women/76.jpg,AITS/TC/2022/9590,"Flat 102, Laxmi Towers, Kukatpally",Hyderabad,Telangana,500014,Akhil Sharma,Yamini Sharma,9631914410,Akhil Sharma,250000,3,ST,Hindu,Gond,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,5.28,6.02,0,EAMCET,TS49110,75443,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00076,Nanda Anand,Male,2002-05-07,AB-,9968457290,nanda.00076@student.aits.edu.in,22A81A050076,461261067017,XXXX-XXXX-3662,https://randomuser.me/api/portraits/men/77.jpg,AITS/TC/2022/4027,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500033,Arjun Anand,Tanuja Anand,9461971444,Arjun Anand,400000,1,BC-D,Hindu,Mudiraj,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.92,6.33,0,Management,,,Hosteller,95000,55000,150000,,0,,Active
STU-00077,Krishna Bhat,Male,2004-01-09,B+,9511859868,krishna.00077@student.aits.edu.in,22A81A050077,590637827820,XXXX-XXXX-5374,https://randomuser.me/api/portraits/men/78.jpg,AITS/TC/2022/8834,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500043,Naga Bhat,Padmini Bhat,9353727962,Naga Bhat,150000,2,BC-A,Hindu,Yadav,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,5.62,5.58,0,Lateral Entry,TSLAT6095,1061,Day Scholar,95000,0,95000,EBC,20000,,Active
STU-00078,Tanuja Kaur,Female,2003-07-23,B-,9689736058,tanuja.00078@student.aits.edu.in,22A81A050078,619316508315,XXXX-XXXX-9806,https://randomuser.me/api/portraits/women/79.jpg,AITS/TC/2022/8239,"Plot 7, Colony Road",Rajahmundry,Andhra Pradesh,533101,Aakash Kaur,Dharani Kaur,9945432844,Aakash Kaur,200000,1,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.91,7.01,0,EAMCET,TS18094,72781,Day Scholar,95000,0,95000,EBC,20000,,Active
STU-00079,Swapna Sinha,Female,2002-02-17,O+,9578333394,swapna.00079@student.aits.edu.in,22A81A050079,163602848199,XXXX-XXXX-8429,https://randomuser.me/api/portraits/women/80.jpg,AITS/TC/2022/2130,"H.No 5-34, Mehdipatnam",Hyderabad,Telangana,500082,Nikhil Sinha,Farida Sinha,9596474925,Nikhil Sinha,400000,2,BC-A,Hindu,Mudaliar,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.08,7.7,3,EAMCET,TS15936,56534,Hosteller,95000,55000,150000,,0,,Active
STU-00080,Jayanth Kumar,Male,2003-07-06,B+,9925677464,jayanth.00080@student.aits.edu.in,22A81A050080,942395252562,XXXX-XXXX-7887,https://randomuser.me/api/portraits/men/81.jpg,AITS/TC/2022/5888,"Flat 3A, Residency",Mancherial,Telangana,504208,Ramana Kumar,Aparna Kumar,9186167773,Ramana Kumar,1000000,0,SC,Hindu,Mala,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,9.43,9.39,0,Lateral Entry,TSLAT7439,4432,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00081,Siddharth Arora,Male,2002-04-08,A+,9594592624,siddharth.00081@student.aits.edu.in,22A81A050081,268990469296,XXXX-XXXX-5516,https://randomuser.me/api/portraits/men/82.jpg,AITS/TC/2022/5009,"H.No 2-45, Main Road",Nellore,Andhra Pradesh,524001,Sai Arora,Zara Arora,9808881871,Sai Arora,600000,2,ST,Hindu,Koya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,6.31,6.79,0,EAMCET,TS18819,14224,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00082,Abhishek Mehta,Male,2004-09-07,O+,9910015485,abhishek.00082@student.aits.edu.in,22A81A050082,954113217745,XXXX-XXXX-1924,https://randomuser.me/api/portraits/men/83.jpg,AITS/TC/2022/3869,"H.No 3-67, Dilsukhnagar",Hyderabad,Telangana,500039,Waseem Mehta,Haritha Mehta,9720058859,Waseem Mehta,1500000,2,SC,Hindu,Madiga,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.47,8.23,0,EAMCET,TS96535,69321,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00083,Chaitanya Pandey,Male,2002-01-12,B+,9790755362,chaitanya.00083@student.aits.edu.in,22A81A050083,519495221903,XXXX-XXXX-9592,https://randomuser.me/api/portraits/men/84.jpg,AITS/TC/2022/5177,"Plot 7, Colony Road",Jagtial,Telangana,505327,Santosh Pandey,Aparna Pandey,9297438548,Santosh Pandey,1000000,1,SC,Hindu,Adi Andhra,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,8.52,6.74,2,NRI,,,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,Route-4,Active
STU-00084,Latha Chowdary,Female,2002-06-03,B+,9675134276,latha.00084@student.aits.edu.in,22A81A050084,156652687190,XXXX-XXXX-5398,https://randomuser.me/api/portraits/women/85.jpg,AITS/TC/2022/8846,"H.No 2-45, Main Road",Visakhapatnam,Andhra Pradesh,530001,Varun Chowdary,Sirisha Chowdary,9963987020,Varun Chowdary,1500000,2,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,6.51,9.47,0,Management,,,Day Scholar,95000,0,95000,Merit,10000,,Active
STU-00085,Balu Murthy,Male,2002-04-18,AB+,9445331485,balu.00085@student.aits.edu.in,22A81A050085,412568452094,XXXX-XXXX-7236,https://randomuser.me/api/portraits/men/86.jpg,AITS/TC/2022/7841,"Plot 22, Nagendra Nagar, Nacharam",Hyderabad,Telangana,500049,Rahul Murthy,Aruna Murthy,9650632566,Rahul Murthy,800000,1,SC,Hindu,Arundhatiya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,6.09,8.06,0,EAMCET,TS58589,42015,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,Route-10,Active
STU-00086,Sirisha Patel,Female,2004-07-19,A+,9994816400,sirisha.00086@student.aits.edu.in,22A81A050086,646516248963,XXXX-XXXX-6530,https://randomuser.me/api/portraits/women/87.jpg,AITS/TC/2022/1104,"Flat 3A, Residency",Vikarabad,Telangana,501101,Himanshu Patel,Keerthi Patel,9886808192,Himanshu Patel,500000,0,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,9.38,7.81,2,Lateral Entry,TSLAT1962,4392,Hosteller,95000,55000,150000,,0,,Active
STU-00087,Ranjith Naidu,Male,2004-01-07,A-,9643026584,ranjith.00087@student.aits.edu.in,22A81A050087,509980439699,XXXX-XXXX-1990,https://randomuser.me/api/portraits/men/88.jpg,AITS/TC/2022/3937,"Flat 3A, Residency",Visakhapatnam,Andhra Pradesh,530001,Lahari Naidu,Priya Naidu,9107099962,Lahari Naidu,1000000,1,OC,Hindu,Velama,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,5.6,7.38,0,Lateral Entry,TSLAT5697,240,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00088,Tejasvi Hegde,Female,2004-04-07,A+,9765484610,tejasvi.00088@student.aits.edu.in,22A81A050088,377139018198,XXXX-XXXX-6807,https://randomuser.me/api/portraits/women/89.jpg,AITS/TC/2022/8109,"Door No 4-12, Near Temple",Warangal,Telangana,506001,Abhishek Hegde,Sravanthi Hegde,9706666479,Abhishek Hegde,300000,3,OC,Hindu,Komati,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,6.29,8.27,0,EAMCET,TS22255,54120,Day Scholar,95000,0,95000,,0,Route-8,Active
STU-00089,Madhu Tripathi,Male,2005-09-02,A+,9346709900,madhu.00089@student.aits.edu.in,22A81A050089,863937745035,XXXX-XXXX-8790,https://randomuser.me/api/portraits/men/90.jpg,AITS/TC/2022/7375,"Plot 12, Srinivasa Nagar, Medchal",Hyderabad,Telangana,500097,Vijay Tripathi,Fathima Tripathi,9683074772,Vijay Tripathi,1500000,2,OC,Hindu,Kapu,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2022,2026,4,B,7,7.32,5.82,0,EAMCET,TS86943,19899,Day Scholar,95000,0,95000,Merit,10000,Route-4,Active
